word,rate,year,style
shown,2,2014,英语二
harbor,1,2014,英语二
biases,2,2014,英语二
against,3,2014,英语二
young,1,2014,英语二
children,1,2014,英语二
tend,1,2014,英语二
look,2,2014,英语二
teasing,1,2014,英语二
build,1,2014,英语二
long,1,2014,英语二
problem,1,2014,英语二
schools,1,2014,英语二
denied,1,2014,英语二
conduced,1,2014,英语二
doubled,1,2014,英语二
ensured,1,2014,英语二
protective,1,2014,英语二
dangerous,1,2014,英语二
sufficient,1,2014,英语二
troublesome,1,2014,英语二
instead,1,2014,英语二
however,1,2014,英语二
likewise,1,2014,英语二
therefore,2,2014,英语二
indicator,1,2014,英语二
objective,1,2014,英语二
origin,1,2014,英语二
impact,3,2014,英语二
relevance,1,2014,英语二
assistance,1,2014,英语二
concern,1,2014,英语二
terms,1,2014,英语二
case,1,2014,英语二
favor,1,2014,英语二
measures,2,2014,英语二
determines,1,2014,英语二
equals,1,2014,英语二
modifies,1,2014,英语二
essence,1,2014,英语二
contrast,1,2014,英语二
turn,1,2014,英语二
part,5,2014,英语二
complicated,1,2014,英语二
conservative,1,2014,英语二
variable,1,2014,英语二
straightforward,1,2014,英语二
unlike,1,2014,英语二
since,1,2014,英语二
unless,1,2014,英语二
shape,1,2014,英语二
spirit,1,2014,英语二
balance,2,2014,英语二
taste,1,2014,英语二
start,1,2014,英语二
quality,2,2014,英语二
retire,1,2014,英语二
stay,1,2014,英语二
strange,1,2014,英语二
changeable,1,2014,英语二
constant,1,2014,英语二
option,1,2014,英语二
reason,3,2014,英语二
opportunity,2,2014,英语二
tendency,1,2014,英语二
employed,1,2014,英语二
pictured,1,2014,英语二
imitated,1,2014,英语二
monitored,1,2014,英语二
combined,1,2014,英语二
settled,1,2014,英语二
associated,1,2014,英语二
still,1,2014,英语二
yet,3,2014,英语二
despised,1,2014,英语二
corrected,1,2014,英语二
ignored,1,2014,英语二
grounded,1,2014,英语二
discussions,1,2014,英语二
businesses,1,2014,英语二
policies,2,2014,英语二
without,1,2014,英语二
section,3,2014,英语二
ii,1,2014,英语二
comprehension,1,2014,英语二
now,1,2014,英语二
question,1,2014,英语二
mackenzie,1,2014,英语二
widow,1,2014,英语二
recently,2,2014,英语二
emerged,1,2014,英语二
house,2,2014,英语二
collect,1,2014,英语二
biggest,1,2014,英语二
undivided,1,2014,英语二
lottery,2,2014,英语二
jackpot,1,2014,英语二
history,1,2014,英语二
hopes,1,2014,英语二
tune,1,2014,英语二
yield,1,2014,英语二
lasting,2,2014,英语二
feelings,1,2014,英语二
fulfillment,2,2014,英语二
worse,1,2014,英语二
read,1,2014,英语二
money,9,2014,英语二
dumn,2,2014,英语二
norton,2,2014,英语二
these,5,2014,英语二
academics,1,2014,英语二
use,2,2014,英语二
array,1,2014,英语二
behavioral,2,2014,英语二
research,3,2014,英语二
show,2,2014,英语二
most,11,2014,英语二
rewarding,1,2014,英语二
ways,1,2014,英语二
spend,4,2014,英语二
counterintuitive,1,2014,英语二
fantasies,1,2014,英语二
great,1,2014,英语二
wealth,1,2014,英语二
involve,2,2014,英语二
visions,1,2014,英语二
fancy,1,2014,英语二
cars,1,2014,英语二
extravagant,1,2014,英语二
homes,4,2014,英语二
satisfaction,2,2014,英语二
material,1,2014,英语二
purchases,2,2014,英语二
wears,1,2014,英语二
off,2,2014,英语二
fairly,1,2014,英语二
quickly,2,2014,英语二
once,1,2014,英语二
exciting,1,2014,英语二
new,6,2014,英语二
becomes,1,2014,英语二
regret,1,2014,英语二
creeps,1,2014,英语二
far,1,2014,英语二
experiences,1,2014,英语二
say,1,2014,英语二
like,1,2014,英语二
interesting,1,2014,英语二
trips,1,2014,英语二
unique,1,2014,英语二
meals,1,2014,英语二
going,1,2014,英语二
cinema,1,2014,英语二
become,3,2014,英语二
valuable,1,2014,英语二
stories,1,2014,英语二
feeling,3,2014,英语二
connected,1,2014,英语二
slim,1,2014,英语二
volume,1,2014,英语二
packed,1,2014,英语二
tips,1,2014,英语二
help,2,2014,英语二
wage,1,2014,英语二
slaves,1,2014,英语二
well,4,2014,英语二
winners,1,2014,英语二
happiness,2,2014,英语二
bang,1,2014,英语二
buck,1,2014,英语二
seems,1,2014,英语二
shorten,1,2014,英语二
commutes,1,2014,英语二
work,1,2014,英语二
time,3,2014,英语二
friends,1,2014,英语二
family,1,2014,英语二
watching,3,2014,英语二
television,1,2014,英语二
something,1,2014,英语二
average,3,2014,英语二
american,2,2014,英语二
spends,1,2014,英语二
whopping,1,2014,英语二
months,1,2014,英语二
year,1,2014,英语二
doing,2,2014,英语二
hardly,1,2014,英语二
jollier,1,2014,英语二
buying,1,2014,英语二
gifts,1,2014,英语二
giving,2,2014,英语二
charity,1,2014,英语二
pleasurable,1,2014,英语二
purchasing,1,2014,英语二
things,3,2014,英语二
oneself,1,2014,英语二
luxuries,2,2014,英语二
enjoyable,1,2014,英语二
consumed,1,2014,英语二
sparingly,1,2014,英语二
apparently,1,2014,英语二
macdonald,1,2014,英语二
restricts,1,2014,英语二
availability,1,2014,英语二
popular,1,2014,英语二
mcrib,1,2014,英语二
marketing,2,2014,英语二
trick,1,2014,英语二
turned,1,2014,英语二
pork,1,2014,英语二
sandwich,1,2014,英语二
object,1,2014,英语二
obsession,1,2014,英语二
readers,2,2014,英语二
happymoney,1,2014,英语二
clearly,1,2014,英语二
privileged,1,2014,英语二
lot,1,2014,英语二
anxious,1,2014,英语二
hunger,1,2014,英语二
quite,1,2014,英语二
buy,1,2014,英语二
wealthier,1,2014,英语二
countries,1,2014,英语二
generally,3,2014,英语二
happier,1,2014,英语二
ones,1,2014,英语二
link,1,2014,英语二
spending,6,2014,英语二
seen,1,2014,英语二
rich,2,2014,英语二
around,2,2014,英语二
world,1,2014,英语二
scarcity,1,2014,英语二
enhances,1,2014,英语二
pleasure,2,2014,英语二
everyone,1,2014,英语二
agree,1,2014,英语二
policy,1,2014,英语二
ideas,1,2014,英语二
range,1,2014,英语二
mandating,1,2014,英语二
holiday,1,2014,英语二
reducing,1,2014,英语二
tax,1,2014,英语二
incentives,1,2014,英语二
homebuyers,1,2014,英语二
come,1,2014,英语二
away,1,2014,英语二
book,1,2014,英语二
believing,1,2014,英语二
big,1,2014,英语二
special,1,2014,英语二
tour,1,2014,英语二
stylish,1,2014,英语二
car,1,2014,英语二
meal,1,2014,英语二
attitude,1,2014,英语二
toward,1,2014,英语二
tv,1,2014,英语二
critical,1,2014,英语二
supportive,1,2014,英语二
sympathetic,1,2014,英语二
ambiguous,1,2014,英语二
macrib,1,2014,英语二
mentioned,2,2014,英语二
paragraph,3,2014,英语二
consumers,1,2014,英语二
sometimes,1,2014,英语二
irrational,1,2014,英语二
popularity,1,2014,英语二
usually,2,2014,英语二
comes,1,2014,英语二
after,4,2014,英语二
tricks,1,2014,英语二
effective,2,2014,英语二
rarity,1,2014,英语二
increases,1,2014,英语二
according,3,2014,英语二
last,1,2014,英语二
left,1,2014,英语二
room,1,2014,英语二
prove,1,2014,英语二
worthwhile,1,2014,英语二
purchase,1,2014,英语二
predicted,1,2014,英语二
wider,1,2014,英语二
income,1,2014,英语二
gap,1,2014,英语二
give,2,2014,英语二
sense,2,2014,英语二
achievement,1,2014,英语二
mainly,1,2014,英语二
discusses,1,2014,英语二
large,2,2014,英语二
sums,1,2014,英语二
won,1,2014,英语二
lotteries,1,2014,英语二
obtain,1,2014,英语二
spent,1,2014,英语二
reasonable,1,2014,英语二
article,1,2014,英语二
scientific,1,2014,英语二
pointed,1,2014,英语二
empirical,1,2014,英语二
says,4,2014,英语二
think,2,2014,英语二
beautiful,1,2014,英语二
need,5,2014,英语二
feel,1,2014,英语二
ourselves,3,2014,英语二
naturally,1,2014,英语二
employ,1,2014,英语二
strategies,2,2014,英语二
call,1,2014,英语二
above,2,2014,英语二
effect,2,2014,英语二
illusory,2,2014,英语二
superiority,2,2014,英语二
rate,2,2014,英语二
leadership,2,2014,英语二
driving,1,2014,英语二
getting,1,2014,英语二
obviously,1,2014,英语二
statistical,1,2014,英语二
impossibilities,1,2014,英语二
rose,1,2014,英语二
tint,1,2014,英语二
memories,1,2014,英语二
put,2,2014,英语二
situations,1,2014,英语二
defensive,1,2014,英语二
criticized,1,2014,英语二
apply,1,2014,英语二
negative,1,2014,英语二
boost,1,2014,英语二
own,2,2014,英语二
esteem,1,2014,英语二
stalk,1,2014,英语二
thinking,2,2014,英语二
hot,1,2014,英语二
stuff,1,2014,英语二
psychologist,1,2014,英语二
scientist,1,2014,英语二
epley,5,2014,英语二
oversaw,1,2014,英语二
key,1,2014,英语二
studying,1,2014,英语二
attractiveness,3,2014,英语二
rather,1,2014,英语二
simply,3,2014,英语二
beauty,2,2014,英语二
compress,1,2014,英语二
asked,1,2014,英语二
identify,1,2014,英语二
original,1,2014,英语二
photogragh,1,2014,英语二
lineup,1,2014,英语二
including,1,2014,英语二
versions,1,2014,英语二
altered,1,2014,英语二
appear,1,2014,英语二
attractive,1,2014,英语二
visual,2,2014,英语二
recognition,2,2014,英语二
reads,1,2014,英语二
study,2,2014,英语二
automatic,2,2014,英语二
psychological,1,2014,英语二
process,1,2014,英语二
occurring,1,2014,英语二
rapidly,1,2014,英语二
intuitively,1,2014,英语二
little,1,2014,英语二
apparent,1,2014,英语二
conscious,2,2014,英语二
deliberation,1,2014,英语二
subjects,1,2014,英语二
chose,1,2014,英语二
falsely,1,2014,英语二
flattering,2,2014,英语二
genuinely,1,2014,英语二
believed,2,2014,英语二
really,2,2014,英语二
looked,1,2014,英语二
found,2,2014,英语二
significant,3,2014,英语二
gender,1,2014,英语二
difference,1,2014,英语二
responses,1,2014,英语二
nor,1,2014,英语二
evidence,3,2014,英语二
participants,1,2014,英语二
thought,2,2014,英语二
positively,1,2014,英语二
doctored,1,2014,英语二
picture,2,2014,英语二
real,4,2014,英语二
make,2,2014,英语二
profound,1,2014,英语二
insecurities,2,2014,英语二
images,1,2014,英语二
scale,2,2014,英语二
directly,1,2014,英语二
corresponded,1,2014,英语二
showed,1,2014,英语二
other,1,2014,英语二
makers,1,2014,英语二
having,2,2014,英语二
findings,1,2014,英语二
personal,1,2014,英语二
delusion,1,2014,英语二
reflection,1,2014,英语二
depressed,1,2014,英语二
knowing,1,2014,英语二
results,1,2014,英语二
makes,1,2014,英语二
heat,1,2014,英语二
photographs,1,2014,英语二
themselves,3,2014,英语二
level,1,2014,英语二
recognise,1,2014,英语二
person,1,2014,英语二
facebook,1,2014,英语二
paradise,1,2014,英语二
share,2,2014,英语二
photos,1,2014,英语二
cream,1,2014,英语二
wit,1,2014,英语二
style,1,2014,英语二
intellect,1,2014,英语二
lifestyle,1,2014,英语二
profiles,2,2014,英语二
dishonest,2,2014,英语二
catalina,1,2014,英语二
toma,1,2014,英语二
university,1,2014,英语二
portray,1,2014,英语二
idealized,1,2014,英语二
version,1,2014,英语二
unrealistically,1,2014,英语二
baseless,1,2014,英语二
unnatural,1,2014,英语二
ineffective,1,2014,英语二
rapid,1,2014,英语二
choice,1,2014,英语二
intuitive,1,2014,英语二
response,1,2014,英语二
tended,1,2014,英语二
underestimate,1,2014,英语二
believe,2,2014,英语二
cover,1,2014,英语二
depressions,1,2014,英语二
oversimplify,1,2014,英语二
illusions,1,2014,英语二
viscerally,1,2014,英语二
line,1,2014,英语二
para,1,2014,英语二
closest,1,2014,英语二
meaning,1,2014,英语二
instinctively,1,2014,英语二
occasionally,1,2014,英语二
particularly,1,2014,英语二
aggressively,1,2014,英语二
present,1,2014,英语二
traditional,1,2014,英语二
life,2,2014,英语二
styles,1,2014,英语二
intellectual,1,2014,英语二
pursuits,1,2014,英语二
withhold,1,2014,英语二
unflattering,1,2014,英语二
sides,1,2014,英语二
government,8,2014,英语二
talks,1,2014,英语二
infrastructure,2,2014,英语二
contributing,1,2014,英语二
economy,2,2014,英语二
focus,1,2014,英语二
roads,1,2014,英语二
railways,1,2014,英语二
broadband,1,2014,英语二
energy,1,2014,英语二
housing,16,2014,英语二
seldom,1,2014,英语二
extent,1,2014,英语二
sector,4,2014,英语二
shoulder,1,2014,英语二
blame,1,2014,英语二
communicating,1,2014,英语二
value,2,2014,英语二
contribute,2,2014,英语二
economic,1,2014,英语二
growth,2,2014,英语二
then,2,2014,英语二
typical,1,2014,英语二
project,2,2014,英语二
hard,1,2014,英语二
shove,1,2014,英语二
attention,3,2014,英语二
inevitable,1,2014,英语二
focused,1,2014,英语二
elsewhere,1,2014,英语二
perhaps,1,2014,英语二
issue,1,2014,英语二
politically,1,2014,英语二
charged,1,2014,英语二
nevertheless,1,2014,英语二
affordable,4,2014,英语二
situation,1,2014,英语二
desperate,1,2014,英语二
waiting,1,2014,英语二
lists,1,2014,英语二
increase,1,2014,英语二
building,2,2014,英语二
enough,1,2014,英语二
comprehensive,1,2014,英语二
review,2,2014,英语二
offers,1,2014,英语二
rectify,1,2014,英语二
needs,2,2014,英语二
historical,1,2014,英语二
prejudices,1,2014,英语二
side,1,2014,英语二
take,1,2014,英语二
steps,1,2014,英语二
address,1,2014,英语二
urgent,1,2014,英语二
indications,1,2014,英语二
preparing,1,2014,英语二
just,2,2014,英语二
communities,1,2014,英语二
minister,1,2014,英语二
hinted,1,2014,英语二
osborne,2,2014,英语二
chancellor,1,2014,英语二
exchequer,1,2014,英语二
introduce,1,2014,英语二
flexibility,1,2014,英语二
current,1,2014,英语二
cap,2,2014,英语二
amount,1,2014,英语二
local,2,2014,英语二
authorities,2,2014,英语二
borrow,1,2014,英语二
stock,2,2014,英语二
debt,3,2014,英语二
shows,1,2014,英语二
extra,1,2014,英语二
built,1,2014,英语二
next,2,2014,英语二
years,1,2014,英语二
lifted,2,2014,英语二
increasing,1,2014,英语二
gdp,2,2014,英语二
ministers,2,2014,英语二
also,1,2014,英语二
creating,1,2014,英语二
certainty,1,2014,英语二
rental,2,2014,英语二
environment,2,2014,英语二
ability,1,2014,英语二
registered,2,2014,英语二
providers,2,2014,英语二
fund,2,2014,英语二
developments,2,2014,英语二
revenues,1,2014,英语二
welcome,1,2014,英语二
short,1,2014,英语二
term,1,2014,英语二
face,1,2014,英语二
existing,1,2014,英语二
bn,1,2014,英语二
programme,2,2014,英语二
grants,5,2014,英语二
set,1,2014,英语二
expire,1,2014,英语二
unlikely,2,2014,英语二
extended,1,2014,英语二
beyond,1,2014,英语二
labour,1,2014,英语二
party,1,2014,英语二
announced,1,2014,英语二
retain,1,2014,英语二
plans,1,2014,英语二
returns,1,2014,英语二
accept,1,2014,英语二
ever,1,2014,英语二
return,1,2014,英语二
era,1,2014,英语二
public,2,2014,英语二
adjust,1,2014,英语二
changing,1,2014,英语二
climate,1,2014,英语二
author,2,2014,英语二
believes,2,2014,英语二
attracted,1,2014,英语二
involves,2,2014,英语二
certain,1,2014,英语二
political,1,2014,英语二
factors,1,2014,英语二
shoulders,1,2014,英语二
responsibility,1,2014,英语二
lost,1,2014,英语二
learned,1,2014,英语二
increased,1,2014,英语二
home,1,2014,英语二
supply,1,2014,英语二
offered,1,2014,英语二
opportunities,1,2014,英语二
suffered,1,2014,英语二
disappointed,1,2014,英语二
allow,1,2014,英语二
stop,2,2014,英语二
prepare,1,2014,英语二
reduce,1,2014,英语二
release,1,2014,英语二
forecast,1,2014,英语二
inferred,1,2014,英语二
stable,1,2014,英语二
costs,1,2014,英语二
lessen,1,2014,英语二
interference,1,2014,英语二
funding,2,2014,英语二
relieve,1,2014,英语二
responsibilities,1,2014,英语二
implement,1,2014,英语二
support,1,2014,英语二
renew,1,2014,英语二
generous,1,2014,英语二
iii,1,2014,英语二
translation,2,2014,英语二
translate,1,2014,英语二
chinese,1,2014,英语二
write,4,2014,英语二
optimism,1,2014,英语二
endlessly,1,2014,英语二
happy,1,2014,英语二
glass,1,2014,英语二
perpetually,1,2014,英语二
half,1,2014,英语二
fall,1,2014,英语二
exactly,1,2014,英语二
kind,1,2014,英语二
false,1,2014,英语二
deerfulness,1,2014,英语二
positive,1,2014,英语二
psychologists,1,2014,英语二
recommend,1,2014,英语二
healthy,1,2014,英语二
optimists,2,2014,英语二
means,1,2014,英语二
touch,1,2014,英语二
reality,1,2014,英语二
harvard,1,2014,英语二
professor,1,2014,英语二
shalar,1,2014,英语二
realistic,1,2014,英语二
happen,1,2014,英语二
everything,1,2014,英语二
happens,1,2014,英语二
uses,1,2014,英语二
optimistic,1,2014,英语二
exercisers,1,2014,英语二
feels,1,2014,英语二
bad,1,2014,英语二
himself,2,2014,英语二
permission,1,2014,英语二
human,1,2014,英语二
reminds,1,2014,英语二
mot,1,2014,英语二
every,1,2014,英语二
lecture,3,2014,英语二
reconstruction,1,2014,英语二
analyzes,1,2014,英语二
weak,1,2014,英语二
leaning,1,2014,英语二
lessons,1,2014,英语二
future,1,2014,英语二
works,1,2014,英语二
finally,1,2014,英语二
perspective,1,2014,英语二
acknowledging,1,2014,英语二
ground,1,2014,英语二
scheme,1,2014,英语二
iv,1,2014,英语二
writing,1,2014,英语二
tell,1,2014,英语二
living,2,2014,英语二
habits,1,2014,英语二
ask,1,2014,英语二
advice,1,2014,英语二
words,2,2014,英语二
name,1,2014,英语二
essay,1,2014,英语二
interpret,1,2014,英语二
chart,1,2014,英语二
comments,1,2014,英语二
use,1,2013,英语二
directions,1,2013,英语二
millions,1,2013,英语二
americans,1,2013,英语二
foreigners,1,2013,英语二
see,7,2013,英语二
gi,5,2013,英语二
mindless,1,2013,英语二
war,4,2013,英语二
toy,1,2013,英语二
symbol,1,2013,英语二
american,5,2013,英语二
military,3,2013,英语二
adventurism,1,2013,英语二
used,4,2013,英语二
ii,2,2013,英语二
people,13,2013,英语二
liberated,2,2013,英语二
grown,1,2013,英语二
hero,1,2013,英语二
pool,1,2013,英语二
farm,1,2013,英语二
kid,1,2013,英语二
torn,1,2013,英语二
away,1,2013,英语二
home,1,2013,英语二
guy,3,2013,英语二
burdens,2,2013,英语二
battle,2,2013,英语二
slept,1,2013,英语二
cold,1,2013,英语二
foxholes,1,2013,英语二
went,1,2013,英语二
without,3,2013,英语二
food,1,2013,英语二
shelter,2,2013,英语二
stuck,1,2013,英语二
drove,1,2013,英语二
back,2,2013,英语二
nazi,1,2013,英语二
reign,1,2013,英语二
murder,1,2013,英语二
volunteer,1,2013,英语二
soldier,2,2013,英语二
someone,1,2013,英语二
well,4,2013,英语二
paid,1,2013,英语二
average,1,2013,英语二
best,4,2013,英语二
trained,1,2013,英语二
equipped,1,2013,英语二
fiercest,1,2013,英语二
most,6,2013,英语二
brutal,1,2013,英语二
enemies,1,2013,英语二
seen,1,2013,英语二
centuries,1,2013,英语二
name,4,2013,英语二
just,4,2013,英语二
abbreviation,1,2013,英语二
government,1,2013,英语二
issue,3,2013,英语二
article,1,2013,英语二
soldiers,4,2013,英语二
common,4,2013,英语二
never,3,2013,英语二
top,2,2013,英语二
joe,4,2013,英语二
magrac,1,2013,英语二
working,3,2013,英语二
class,2,2013,英语二
united,1,2013,英语二
president,1,2013,英语二
vicepresident,1,2013,英语二
secretary,1,2013,英语二
state,3,2013,英语二
career,1,2013,英语二
fighting,1,2013,英语二
japanese,1,2013,英语二
korean,1,2013,英语二
troops,1,2013,英语二
appers,1,2013,英语二
character,4,2013,英语二
personalities,1,2013,英语二
movie,1,2013,英语二
story,2,2013,英语二
based,3,2013,英语二
last,3,2013,英语二
days,2,2013,英语二
correspondent,1,2013,英语二
pyle,2,2013,英语二
portrayde,1,2013,英语二
themselves,2,2013,英语二
film,1,2013,英语二
famous,2,2013,英语二
covering,1,2013,英语二
side,2,2013,英语二
warl,1,2013,英语二
writing,5,2013,英语二
many,7,2013,英语二
miles,1,2013,英语二
towns,1,2013,英语二
captured,1,2013,英语二
reports,1,2013,英语二
willie,1,2013,英语二
cartoons,1,2013,英语二
famed,1,2013,英语二
stripes,1,2013,英语二
artist,2,2013,英语二
maulden,1,2013,英语二
both,4,2013,英语二
dirt,1,2013,英语二
exhaustion,1,2013,英语二
civilization,1,2013,英语二
shared,1,2013,英语二
each,8,2013,英语二
other,5,2013,英语二
coffee,1,2013,英语二
tobacco,1,2013,英语二
whiskey,1,2013,英语二
sleep,1,2013,英语二
egypt,1,2013,英语二
france,1,2013,英语二
dozen,1,2013,英语二
countries,5,2013,英语二
important,2,2013,英语二
person,1,2013,英语二
lives,9,2013,英语二
performed,2,2013,英语二
served,1,2013,英语二
rebelled,1,2013,英语二
betrayed,1,2013,英语二
actual,1,2013,英语二
special,1,2013,英语二
normal,1,2013,英语二
bore,1,2013,英语二
cased,1,2013,英语二
removed,1,2013,英语二
loaded,1,2013,英语二
necessities,1,2013,英语二
facilitice,1,2013,英语二
commodities,1,2013,英语二
propertoes,1,2013,英语二
nor,2,2013,英语二
hence,1,2013,英语二
form,2,2013,英语二
against,5,2013,英语二
meaning,1,2013,英语二
implying,1,2013,英语二
symbolizing,1,2013,英语二
claiming,1,2013,英语二
handed,1,2013,英语二
turn,1,2013,英语二
brought,2,2013,英语二
passed,1,2013,英语二
pushed,1,2013,英语二
got,1,2013,英语二
made,3,2013,英语二
managed,1,2013,英语二
ever,1,2013,英语二
either,2,2013,英语二
neither,1,2013,英语二
disguised,1,2013,英语二
disturbed,1,2013,英语二
disputed,1,2013,英语二
distinguished,1,2013,英语二
company,2,2013,英语二
collection,1,2013,英语二
community,1,2013,英语二
colony,1,2013,英语二
employed,1,2013,英语二
appointed,1,2013,英语二
interviewed,1,2013,英语二
questioned,1,2013,英语二
ethical,1,2013,英语二
political,1,2013,英语二
human,5,2013,英语二
ruined,1,2013,英语二
commuted,1,2013,英语二
patrolled,1,2013,英语二
gained,1,2013,英语二
paralleled,1,2013,英语二
counteracted,1,2013,英语二
duplicated,1,2013,英语二
contradicted,1,2013,英语二
neglected,1,2013,英语二
avoided,1,2013,英语二
emphasized,1,2013,英语二
admired,1,2013,英语二
stages,1,2013,英语二
illusions,1,2013,英语二
fragments,1,2013,英语二
advancea,1,2013,英语二
beyond,1,2013,英语二
contrary,1,2013,英语二
means,3,2013,英语二
outset,1,2013,英语二
point,1,2013,英语二
resdiong,1,2013,英语二
part,3,2013,英语二
following,6,2013,英语二
texts,1,2013,英语二
answer,5,2013,英语二
question,2,2013,英语二
after,4,2013,英语二
text,11,2013,英语二
choosing,1,2013,英语二
mark,2,2013,英语二
answers,2,2013,英语二
sheet,3,2013,英语二
points,5,2013,英语二
homework,24,2013,英语二
terribly,1,2013,英语二
popular,1,2013,英语二
students,13,2013,英语二
even,3,2013,英语二
parents,1,2013,英语二
recent,1,2013,英语二
years,4,2013,英语二
particularly,3,2013,英语二
scorned,1,2013,英语二
school,2,2013,英语二
districts,1,2013,英语二
across,1,2013,英语二
country,1,2013,英语二
recently,2,2013,英语二
angeles,1,2013,英语二
unified,4,2013,英语二
revising,1,2013,英语二
thinking,1,2013,英语二
educational,5,2013,英语二
ritual,2,2013,英语二
unfortunately,1,2013,英语二
produced,1,2013,英语二
inflexible,1,2013,英语二
policy,8,2013,英语二
mandates,1,2013,英语二
exception,1,2013,英语二
advanced,2,2013,英语二
courses,2,2013,英语二
longer,4,2013,英语二
count,2,2013,英语二
academic,2,2013,英语二
grade,1,2013,英语二
rule,4,2013,英语二
meant,2,2013,英语二
address,1,2013,英语二
difficulty,1,2013,英语二
impoverished,1,2013,英语二
chaotic,1,2013,英语二
homes,1,2013,英语二
completing,2,2013,英语二
unclear,3,2013,英语二
contradictory,1,2013,英语二
certainly,2,2013,英语二
assigned,1,2013,英语二
cannot,3,2013,英语二
expensive,1,2013,英语二
equipment,1,2013,英语二
district,3,2013,英语二
essentially,1,2013,英语二
giving,1,2013,英语二
pass,1,2013,英语二
because,2,2013,英语二
complicated,1,2013,英语二
family,4,2013,英语二
going,1,2013,英语二
riskily,1,2013,英语二
close,1,2013,英语二
implication,1,2013,英语二
standards,1,2013,英语二
need,1,2013,英语二
lowered,1,2013,英语二
poor,3,2013,英语二
children,7,2013,英语二
administrators,1,2013,英语二
say,1,2013,英语二
still,1,2013,英语二
pat,1,2013,英语二
teachers,4,2013,英语二
allowed,1,2013,英语二
assign,1,2013,英语二
want,2,2013,英语二
counting,1,2013,英语二
grades,2,2013,英语二
easily,1,2013,英语二
skip,1,2013,英语二
half,1,2013,英语二
vey,1,2013,英语二
little,1,2013,英语二
difference,1,2013,英语二
report,2,2013,英语二
cards,2,2013,英语二
tests,7,2013,英语二
quite,1,2013,英语二
possible,2,2013,英语二
helped,1,2013,英语二
yet,3,2013,英语二
rather,5,2013,英语二
empowering,1,2013,英语二
find,5,2013,英语二
works,1,2013,英语二
imposes,1,2013,英语二
flat,1,2013,英语二
same,1,2013,英语二
time,3,2013,英语二
addresses,1,2013,英语二
none,1,2013,英语二
truly,3,2013,英语二
thorny,2,2013,英语二
questions,4,2013,英语二
finds,1,2013,英语二
unimportant,1,2013,英语二
achievement,1,2013,英语二
move,1,2013,英语二
reduce,1,2013,英语二
eliminate,1,2013,英语二
assignments,1,2013,英语二
make,9,2013,英语二
almost,2,2013,英语二
nothing,2,2013,英语二
conversely,1,2013,英语二
ensure,1,2013,英语二
assigning,1,2013,英语二
willing,1,2013,英语二
review,1,2013,英语二
correct,1,2013,英语二
rules,2,2013,英语二
put,2,2013,英语二
hold,2,2013,英语二
while,2,2013,英语二
board,1,2013,英语二
responsible,1,2013,英语二
setting,1,2013,英语二
looks,2,2013,英语二
matter,2,2013,英语二
conducts,1,2013,英语二
public,4,2013,英语二
hearings,1,2013,英语二
late,1,2013,英语二
right,3,2013,英语二
implied,1,2013,英语二
paragraph,7,2013,英语二
nowadays,1,2013,英语二
receiving,1,2013,英语二
criticism,1,2013,英语二
required,1,2013,英语二
gaining,1,2013,英语二
preferences,1,2013,英语二
mainly,2,2013,英语二
tend,2,2013,英语二
moderate,1,2013,英语二
expectations,1,2013,英语二
education,2,2013,英语二
asked,1,2013,英语二
different,3,2013,英语二
standard,1,2013,英语二
problems,2,2013,英语二
finishing,1,2013,英语二
voiced,1,2013,英语二
complaints,1,2013,英语二
according,5,2013,英语二
problem,1,2013,英语二
discourage,1,2013,英语二
doing,1,2013,英语二
result,1,2013,英语二
indifference,1,2013,英语二
undermine,1,2013,英语二
authority,2,2013,英语二
restrict,3,2013,英语二
power,4,2013,英语二
mentioned,1,2013,英语二
key,1,2013,英语二
unanswered,2,2013,英语二
whether,2,2013,英语二
eliminated,1,2013,英语二
counts,1,2013,英语二
schooling,1,2013,英语二
places,1,2013,英语二
extra,2,2013,英语二
suitable,1,2013,英语二
title,1,2013,英语二
wrong,3,2013,英语二
interpretation,1,2013,英语二
welcomed,1,2013,英语二
faulty,1,2013,英语二
approach,2,2013,英语二
adult,1,2013,英语二
rememer,1,2013,英语二
obsessed,1,2013,英语二
colour,4,2013,英语二
pervasive,1,2013,英语二
young,5,2013,英语二
tt,2,2013,英语二
pink,6,2013,英语二
intrinsically,1,2013,英语二
bad,1,2013,英语二
such,2,2013,英语二
tiny,1,2013,英语二
slice,1,2013,英语二
rainbow,2,2013,英语二
though,1,2013,英语二
celebrate,1,2013,英语二
girlhood,2,2013,英语二
way,4,2013,英语二
also,3,2013,英语二
repeatedly,1,2013,英语二
firmly,1,2013,英语二
fuses,1,2013,英语二
identity,1,2013,英语二
appearance,2,2013,英语二
then,2,2013,英语二
presents,1,2013,英语二
connection,1,2013,英语二
girls,9,2013,英语二
innocent,1,2013,英语二
evidence,1,2013,英语二
innocence,2,2013,英语二
looking,3,2013,英语二
around,2,2013,英语二
despaired,1,2013,英语二
singular,1,2013,英语二
lack,2,2013,英语二
imagination,2,2013,英语二
interests,2,2013,英语二
attraction,2,2013,英语二
seem,4,2013,英语二
unavoidable,1,2013,英语二
somehow,1,2013,英语二
encoded,2,2013,英语二
dna,6,2013,英语二
paoletti,1,2013,英语二
associate,1,2013,英语二
professor,1,2013,英语二
studies,4,2013,英语二
until,2,2013,英语二
